Index,Part Name,Collection ID,Unit ID,Part Type,X Part,Rarity,Attr,W Tag 1,W Tag 2,Armor,Melee ATK,Shot ATK,Melee DEF,Shot DEF,Beam RES,Phys. RES,EX ID,Trait,Wep Type,Wep Cat,Notes
1193,Gundam Vidar,28-08-5-01,190,5,,4,3,13,6,965,965,553,965,965,673,464,,"With Speed attribute (self), Melee power boosted 30%",,,Vidar Capsule
1194,Burst Saber,28-08-6a-01,190,6,,4,3,13,9,553,3690,0,0,0,673,464,,"With Speed attribute (self), Job Gauge increase boosted 17%",2,2,Vidar Capsule
1195,110mm Rifle,28-08-7b-01,190,7,,4,3,13,9,553,154,3690,0,0,464,284,,"When Armor is 80% or less, Enemy Strong Melee power reduced 30%",2,10,Vidar Capsule
1196,Gundam Maxter,16-07-1-01,191,1,,3,1,14,6,889,291,558,889,291,126,302,,"Out Fighter Job, EX Skill piercing boosted 22%",,,Slugger Coins (Event)
1197,Gundam Maxter,16-07-2-01,191,2,,3,1,14,6,1142,291,291,1142,558,0,428,72,,,,Slugger Coins (Event)
1198,Gundam Maxter,16-07-3-01,191,3,,3,1,14,6,291,2300,291,1142,291,0,0,402,,,,Slugger Coins (Event)
1199,Gundam Maxter,16-07-4-01,191,4,,3,1,14,24,558,291,291,1142,558,428,302,403,,,,Slugger Coins (Event)
1200,Gundam Maxter,16-07-5-01,191,5,,3,1,14,24,558,291,291,1142,558,302,428,,"With Power attribute (self), 28% chance to not recoil",,,Slugger Coins (Event)
1201,Wing Gundam Fenice,32-04-1-01,192,1,,4,2,13,10,799,384,2791,799,384,213,0,3,,,,Haro Chip Capsule
1202,Wing Gundam Fenice,32-04-2-01,192,2,,4,2,13,10,1184,384,384,1608,799,614,0,404,,,,Haro Chip Capsule
1203,Wing Gundam Fenice,32-04-3-01,192,3,8,4,2,13,10,1608,1982,384,3186,1608,812,213,405,,,,Haro Chip Capsule
1204,Wing Gundam Fenice,32-04-4-01,192,4,,4,2,13,9,799,384,799,1184,384,614,420,406,,,,Haro Chip Capsule
1205,Wing Gundam Fenice,32-04-5-01,192,5,,4,2,13,9,799,384,384,1608,384,614,420,,"When attacking with Beam, EX Skill piercing boosted 28%",,,Haro Chip Capsule
1206,Beam Rapier,32-04-6a-01,192,6,,4,2,13,21,799,1982,0,799,0,614,213,,"When Armor is 70% or less, Strong Melee CRIT rate boosted 30%",1,2,Haro Chip Capsule
1207,Buster Rifle Cannon,32-04-7a-01,192,7,,4,2,13,10,384,0,3590,799,0,420,213,,"With Technique attribute (self), Sp. Shot CRIT rate boosted 30%",1,8,Haro Chip Capsule
1208,Lightning Gundam,34-02-1-01,193,1,,4,3,8,26,384,384,3177,384,1181,0,0,,"Long-Shooter Job, Long Shot Attack raised 20%",,,Haro Chip Capsule
1209,Lightning Gundam,34-02-2-01,193,2,,4,3,8,26,1602,384,384,796,1602,611,0,,"With Speed attribute (self), EX Skill piercing boosted 28%",,,Haro Chip Capsule
1210,Lightning Gundam,34-02-3-01,193,3,,4,3,8,26,1181,796,384,384,1602,417,213,209,,,,Haro Chip Capsule
1211,Lightning Gundam,34-02-4-01,193,4,,4,3,8,10,796,384,384,796,1602,417,611,407,,,,Haro Chip Capsule
1212,Lightning Gundam,34-02-5-01,193,5,,4,3,8,10,796,384,384,796,1602,611,417,408,,,,Haro Chip Capsule
1213,Beam Rifle [Long Barrel],34-02-7b-01,193,7,,4,3,8,26,384,0,3997,0,0,417,213,409,,1,10,Haro Chip Capsule
1214,Beam Rifle [Lightning],34-02-7a-01,193,7,,4,3,8,10,384,0,3997,0,0,417,213,,"With ""Long-Range"" enemy, EX Skill power boosted 30%",1,8,Haro Chip Capsule
1215,Shield [Lightning],34-02-8-01,193,8,,4,3,8,10,796,0,0,796,2380,1028,0,,"With Speed attribute (self), Debuff EX Skill effect up 22%",,,Haro Chip Capsule
1216,Mack Knife [Mask],27-02-1-01,194,1,,3,3,12,9,1144,292,891,558,558,0,302,,"Middle-Shooter Job, Shot spread reduced 15%",,,Dance Device A (Event)
1217,Mack Knife [Mask],27-02-2-01,194,2,,3,3,12,9,1702,292,292,558,558,0,430,,"With Speed attribute (self), 14% chance to survive a fatal blow",,,Dance Device A (Event)
1218,Mack Knife [Mask],27-02-3-01,194,3,,3,3,12,9,891,891,292,891,891,0,127,410,,,,Dance Device A (Event)
1219,Mack Knife [Mask],27-02-4-01,194,4,,3,3,12,5,891,292,292,891,891,430,127,411,,,,Dance Device A (Event)
1220,Mack Knife [Mask],27-02-5-01,194,5,,3,3,12,5,891,292,292,891,891,127,430,,"While ""Transformer"", Shooting DMG output boosted by 20%",,,Dance Device A (Event)
1221,Destiny Gundam,22-05-1-01,195,1,,4,1,13,6,965,553,2922,553,553,284,284,,"Out-Fighter Job, Close Shot Attack raised 20%",,,Haro Chip Capsule
1222,Destiny Gundam,22-05-2-01,195,2,,4,1,13,6,1734,965,965,965,965,284,284,,"With Blade Category equipped, Melee power boosted 30%",,,Haro Chip Capsule
1223,Destiny Gundam,22-05-3-01,195,3,,4,1,13,6,965,2922,1356,553,553,0,0,412,,,,Haro Chip Capsule
1224,Destiny Gundam,22-05-4-01,195,4,,4,1,13,10,965,965,553,965,965,555,555,,"With Power attribute (self), EX Skill CD reduced 20%",,,Haro Chip Capsule
1225,Destiny Gundam,22-05-5-01,195,5,,4,1,13,10,965,965,553,965,965,555,555,413,,,,Haro Chip Capsule
1226,Arondight [Destiny],22-05-6c-01,195,6,,4,1,13,6,553,3690,0,0,0,464,464,,"When Armor is 80% or less, Melee DMG output boosted by 35",1,5,Haro Chip Capsule
1227,High-Energy Beam Rifle [Destiny],22-05-7a-01,195,7,,4,1,13,10,553,154,3690,0,0,464,464,,"With Power attribute (self), Job Gauge increase boosted 17%",1,8,Haro Chip Capsule
1228,Anti-Beam Shield,22-05-8-01,195,8,,4,1,13,6,965,965,553,965,965,555,555,,"With Power attribute (self), Buff EX Skill effect up 22%%",,,Haro Chip Capsule
1229,Yami Syougun,42-02-1-01,196,1,,4,3,18,6,972,556,2541,972,972,0,471,,"Out-Fighter Job, Close Shot Attack raised 20%",,,Haro Chip Capsule
1230,Yami Syougun,42-02-2-01,196,2,,4,3,18,6,1747,556,556,1365,1365,0,682,374,,,,Haro Chip Capsule
1231,Yami Syougun,42-02-3-01,196,3,,4,3,18,6,972,2541,556,1365,1365,0,76,,"Beam ranged weapon, reload speed boosted 20%",,,Haro Chip Capsule
1232,Yami Syougun,42-02-4-01,196,4,,4,3,18,26,972,556,556,1365,1365,471,682,,"With Speed attribute (self), EX Skill DMG taken reduced by 35",,,Haro Chip Capsule
1233,Yami Syougun,42-02-5-01,196,5,,4,3,18,26,972,556,556,1365,1365,471,682,414,,,,Haro Chip Capsule
1234,Darkness Sword,42-02-6a-01,196,6,,4,3,18,26,972,3334,0,0,0,287,682,,"With Speed attribute (self), Melee DMG output boosted by 35",2,2,Haro Chip Capsule
1235,Darkness Cannon,42-02-7d-01,196,7,,4,3,18,6,972,0,3334,0,0,287,682,,"With Speed attribute (self), Job Gauge increase boosted 17%",1,12,Haro Chip Capsule
1236,Gundam Virtue,25-11-1-01,197,1,,3,1,11,20,292,292,2304,292,891,0,0,,"Long-Shooter Job, Shooting DMG taken reduced by 20",,,Full Throttle Chips (Event)
1237,Gundam Virtue,25-11-2-01,197,2,,3,1,11,20,1144,292,292,559,1144,213,213,,"With Power attribute (self), Buff EX Skill time up 15%",,,Full Throttle Chips (Event)
1238,Gundam Virtue,25-11-3-01,197,3,,3,1,11,20,891,559,292,292,1144,213,213,,"With Bazooka Category equipped, Sp. Shot power boosted 25%",,,Full Throttle Chips (Event)
1239,Gundam Virtue,25-11-4-01,197,4,,3,1,11,10,559,292,292,559,1144,303,303,290,,,,Full Throttle Chips (Event)
1240,Gundam Virtue,25-11-5-01,197,5,,3,1,11,10,559,292,292,559,1144,303,303,415,,,,Full Throttle Chips (Event)
1241,GN Bazooka [Virtue],25-11-7d-01,197,7,,3,1,11,10,292,0,2871,0,0,213,213,416,,1,12,Full Throttle Chips (Event)
1242,Gundam Bael,28-07-1-01,198,1,,4,2,6,20,1181,384,796,1181,384,417,213,417,,,,Haro Chip Capsule
1243,Gundam Bael,28-07-2-01,198,2,,4,2,6,20,1602,384,384,1602,796,611,0,,"With Technique attribute (self), Buff EX Skill effect up 22%",,,Haro Chip Capsule
1244,Gundam Bael,28-07-3-01,198,3,,4,2,6,20,384,3177,384,1602,384,0,0,,"With Dual Sabers category equipped, Melee power boosted 30%",,,Haro Chip Capsule
1245,Gundam Bael,28-07-4-01,198,4,,4,2,6,13,796,384,384,1602,796,417,611,418,,,,Haro Chip Capsule
1246,Gundam Bael,28-07-5-01,198,5,,4,2,6,13,796,384,384,1602,796,611,417,419,,,,Haro Chip Capsule
1247,Bael Sword,28-07-6-01,198,6,,4,2,6,13,384,3997,0,0,0,417,213,,"With Technique attribute (self), EX Skill power boosted 30%",2,4,Haro Chip Capsule
1248,Crossbone Gundam X2,14-02-1-01,199,1,,4,1,10,20,384,384,3177,384,1181,0,0,,"Long-Shooter Job, Long Shot Attack raised 20%",,,Haro Chip Capsule
1249,Crossbone Gundam X2,14-02-2-01,199,2,,4,1,10,20,1602,384,384,796,1602,611,0,420,,,,Haro Chip Capsule
1250,Crossbone Gundam X2,14-02-3-01,199,3,,4,1,10,20,1181,796,384,384,1602,417,213,,"Beam ranged weapon, reload speed boosted 20%",,,Haro Chip Capsule
1251,Crossbone Gundam X2,14-02-4-01,199,4,,4,1,10,3,796,384,384,796,1602,417,611,421,,,,Haro Chip Capsule
1252,Crossbone Gundam X2,14-02-5-01,199,5,,4,1,10,3,796,384,384,796,1602,611,417,,"With Power attribute (self), EX Skill piercing boosted 28%",,,Haro Chip Capsule
1253,Shot Lancer [X2],14-02-6d-01,199,6,,4,1,10,13,1181,2380,0,0,0,611,417,422,,2,6,Haro Chip Capsule
1254,Beam Zanba [X2],14-02-6a-01,199,6,,4,1,10,20,1181,2380,0,0,0,611,417,,"While ""High Firepower"", Initial EX Skill charge boosted 20%",1,2,Haro Chip Capsule
1255,Zanbuster [X2],14-02-7a-01,199,7,,4,1,10,3,384,0,3997,0,0,417,213,,"With Power attribute (self), Sp. Shot CRIT rate boosted 30%",1,8,Haro Chip Capsule
1256,Buster Gun [X2],14-02-7a-02,199,7,,4,1,10,13,384,0,3997,0,0,417,213,,"Long-Shooter Job, EX Skill DMG taken reduced by 35",1,8,Haro Chip Capsule
1257,ABC Cloak [X2],14-02-8-01,199,8,,4,1,10,13,796,0,0,796,2380,1028,0,,"With Power attribute (self), Enemy Shooting power reduced 30%",,,Haro Chip Capsule
1258,Ryusei-Go [Graze Custom II],28-09-1-01,200,1,,3,2,3,7,558,291,1700,558,558,126,126,423,,,,Weathered Coins (Event)
1259,Ryusei-Go [Graze Custom II],28-09-2-01,200,2,,3,2,3,7,1142,291,291,889,889,213,213,,"With Technique attribute (self), Shooting power boosted 25%",,,Weathered Coins (Event)
1260,Ryusei-Go [Graze Custom II],28-09-3-01,200,3,,3,2,3,7,558,1700,291,889,889,0,0,,21% chance of attacks penetrating super armor,,,Weathered Coins (Event)
1261,Ryusei-Go [Graze Custom II],28-09-4-01,200,4,,3,2,3,24,558,291,291,889,889,349,375,,"When Armor is 70% or less, EX Skill CD reduced 15%",,,Weathered Coins (Event)
1262,Ryusei-Go [Graze Custom II],28-09-5-01,200,5,,3,2,3,24,558,291,291,889,889,375,349,,"When attacking with Physical, Mid Shot Attack raised 14%",,,Weathered Coins (Event)
1263,Battle Axe [Ryusei-Go],28-09-6b-01,200,6,,3,2,3,24,558,2298,0,0,0,302,302,424,,2,1,Weathered Coins (Event)
1264,120mm Rifle [Ryusei-Go],28-09-7c-01,200,7,,3,2,3,7,558,0,2298,0,0,302,302,,"Physical ranged weapon, reload speed boosted 15%",2,9,Weathered Coins (Event)
1265,Moon Gundam,49-01-1-01,201,1,,4,2,13,20,797,384,2785,384,384,418,213,,"With Technique attribute (self), Enemy Shooting power reduced 30%",,,[2020] April Step-Up Capsule & [No. 018] Bonus Coins
1266,Moon Gundam,49-01-2-01,201,2,,4,2,13,20,1605,797,797,797,797,611,0,,"Out-Fighter Job, Buff EX Skill time up 22%",,,[2020] April Step-Up Capsule & [No. 018] Bonus Coins
1267,Moon Gundam,49-01-3-01,201,3,,4,2,13,20,797,2785,1181,384,384,0,0,425,,,,[2020] April Step-Up Capsule & [No. 018] Bonus Coins
1268,Moon Gundam,49-01-4-01,201,4,,4,2,13,1,797,797,384,797,797,418,611,,"When Armor is 70% or less, EX Skill CD reduced 20%",,,[2020] April Step-Up Capsule & [No. 018] Bonus Coins
1269,Moon Gundam,49-01-5-01,201,5,,4,2,13,1,797,797,384,797,797,611,418,426,,,,[2020] April Step-Up Capsule & [No. 018] Bonus Coins
1270,Beam Tomahawk [Moon],49-01-6b-01,201,6,,4,2,13,1,384,3582,0,0,0,611,418,,"With Technique attribute (self), Enemy Melee power reduced 30%",1,1,[2020] April Step-Up Capsule & [No. 018] Bonus Coins
1271,Beam Rifle [Moon],49-01-7a-01,201,7,,4,2,13,20,384,0,3582,0,0,418,213,,"When Armor is 70% or less, EX Skill power boosted 30%",1,8,[2020] April Step-Up Capsule & [No. 018] Bonus Coins
1272,Command Gundam,42-03-1-01,202,1,,3,2,13,8,559,294,1999,559,294,0,129,,"While ""Long-Range"", Long Shot Attack raised 14%",,,G-ARMS Coins (Event)
1273,Command Gundam,42-03-2-01,202,2,,3,2,13,8,893,294,294,1146,559,0,432,427,,,,G-ARMS Coins (Event)
1274,Command Gundam,42-03-3-01,202,3,,3,2,13,26,559,1438,294,893,559,0,0,,"With Technique attribute (self), Shot guidance boosted 14%",,,G-ARMS Coins (Event)
1275,Command Gundam,42-03-4-01,202,4,,3,2,13,10,559,294,559,893,294,303,432,,"Long-Shooter Job, Enemy Melee power reduced 25%",,,G-ARMS Coins (Event)
1276,Command Gundam,42-03-5-01,202,5,,3,2,13,26,559,294,294,1146,294,303,432,428,,,,G-ARMS Coins (Event)
1277,Command Knife,42-03-6a-01,202,6,,3,2,13,26,559,1438,0,559,0,129,432,429,,2,2,G-ARMS Coins (Event)
1278,Grenade Launcher w/ Laser Machine Gun,42-03-7c-01,202,7,,3,2,13,10,294,0,2598,559,0,129,303,430,,1,9,G-ARMS Coins (Event)
1279,Heavy Autocannon,42-03-7-01,202,7,,3,2,13,26,294,0,2598,559,0,129,303,,"Against a large enemy, Shooting DMG output boosted by 20",2,11,G-ARMS Coins (Event)
1280,Gundam Double X,19-04-1-01,203,1,,4,3,1,10,1237,379,3312,0,379,464,208,,"While ""High Firepower"", EX Skill power boosted 30%",,,Gundam Battle Festival Gundam Double X Capsule
1281,Gundam Double X,19-04-2-01,203,2,,4,3,1,10,1734,789,1098,965,965,673,0,431,,,,Gundam Battle Festival Gundam Double X Capsule
1282,Gundam Double X,19-04-3-01,203,3,,4,3,1,6,965,2837,1423,553,553,0,0,,"With Speed attribute (self), Melee power boosted 30%",,,Gundam Battle Festival Gundam Double X Capsule
1283,Gundam Double X,19-04-4-01,203,4,,4,3,1,13,965,789,720,965,965,464,673,138,,,,Gundam Battle Festival Gundam Double X Capsule
1284,Gundam Double X,19-04-5-01,203,5,,4,3,1,13,965,789,720,965,965,673,464,432,,,,Gundam Battle Festival Gundam Double X Capsule
1285,Hyper Beam Sword,19-04-6c-01,203,6,,4,3,1,6,553,3690,0,0,0,673,464,,"With Speed attribute (self), Job Gauge increase boosted 17%",1,5,Gundam Battle Festival Gundam Double X Capsule
1286,Beam Javelin [DX],19-04-6d-01,203,6,,4,3,1,13,553,3690,0,0,0,673,464,,"While ""Gundam Type"", Initial EX Skill charge boosted 20%",1,6,Gundam Battle Festival Gundam Double X Capsule
1287,G-Hammer [DX],19-04-6-01,203,6,,4,3,1,10,553,3690,0,0,0,673,464,,"When Armor is 60% or more, Strong Melee CRIT rate boosted 30%",2,7,Gundam Battle Festival Gundam Double X Capsule
1288,DX Buster Rifle,19-04-7a-01,203,7,,4,3,1,10,720,0,3690,0,0,464,284,,"When attacking with Beam, Shooting DMG output boosted by 35",1,8,Gundam Battle Festival Gundam Double X Capsule
1289,Defense Plate,19-04-8-01,203,8,,4,3,1,13,965,965,553,965,965,1082,0,,"With Speed attribute (self), Enemy Shooting power reduced 30%",,,Gundam Battle Festival Gundam Double X Capsule
1290,00 Raiser,25-13-1-01,204,1,,4,2,6,1,1363,972,1363,1363,555,0,680,,"With Technique attribute (self), Enemy Shooting power reduced 30%",,,Gundam Battle Festival 00 Raiser Capsule
1291,00 Raiser,25-13-2-01,204,2,,4,2,6,1,1745,972,972,2146,0,0,471,,"In-Fighter Job, EX Skill power boosted 30%",,,Gundam Battle Festival 00 Raiser Capsule
1292,00 Raiser,25-13-3-01,204,3,,4,2,6,10,0,2855,555,1363,555,286,471,,"With Technique attribute (self), Melee CRIT rate boosted 30%",,,Gundam Battle Festival 00 Raiser Capsule
1293,00 Raiser,25-13-4-01,204,4,,4,2,6,13,972,972,555,1363,972,286,680,290,,,,Gundam Battle Festival 00 Raiser Capsule
1294,00 Raiser,25-13-5-01,204,5,,4,2,6,13,1363,471,555,1363,972,471,680,433,,,,Gundam Battle Festival 00 Raiser Capsule
1295,GN Sword II,25-13-6-01,204,6,,4,2,6,10,1363,3713,0,0,0,286,680,,"In-Fighter Job, Job Gauge increase boosted 17%",2,4,Gundam Battle Festival 00 Raiser Capsule
1296,GN Sword III,25-13-6a-01,204,6,,4,2,6,13,1363,3713,0,0,0,286,680,434,,2,2,Gundam Battle Festival 00 Raiser Capsule
1297,GN Sword III Rifle Mode,25-13-7a-01,204,7,,4,2,6,10,555,154,3331,972,0,286,471,,"While ""High Firepower"", Initial EX Skill charge boosted 20%",1,8,Gundam Battle Festival 00 Raiser Capsule
1298,Abyss Gundam,22-06-1-01,205,1,,3,2,4,12,559,294,1999,559,294,129,0,,"With Lance category equipped, Mid Shot Attack raised 14%",,,Deep Coins (Event)
1299,Abyss Gundam,22-06-2-01,205,2,,3,2,4,12,893,294,294,1146,559,432,0,435,,,,Deep Coins (Event)
1300,Abyss Gundam,22-06-3-01,205,3,,3,2,4,12,559,1438,294,893,559,0,0,436,,,,Deep Coins (Event)
1301,Abyss Gundam,22-06-4-01,205,4,,3,2,4,7,559,294,559,893,294,432,303,,"With Technique attribute (self), Projectile speed boosted 14%",,,Deep Coins (Event)
1302,Abyss Gundam,22-06-5-01,205,5,,3,2,4,7,559,294,294,1146,294,432,303,437,,,,Deep Coins (Event)
1303,Beam Lance [Abyss],22-06-6d-01,205,6,,3,2,4,12,559,1438,0,559,0,432,129,,"While ""Transformer"", Initial EX Skill charge boosted 12%",1,6,Deep Coins (Event)
1304,Gundam Artemis [Satellite Cannon],99-01-5-01,206,5,,2,1,1,10,796,384,796,796,1181,611,417,438,,,,Friend Point Capsule & Capital Shop (Added 2020-04-22)
1305,Graze [Ground/Standard],28-10-1-01,207,1,,1,2,2,24,287,137,797,287,287,0,138,,"With Technique attribute (self), Shooting power boosted 18%",,,Friend Point Capsule & Capital Shop
1306,Graze [Ground/Standard],28-10-2-01,207,2,,1,2,2,24,509,137,137,372,372,0,190,,"With Axe category equipped, Strong Melee power boosted 18%",,,Friend Point Capsule & Capital Shop
1307,Graze [Ground/Standard],28-10-3-01,207,3,,1,2,2,25,287,797,137,372,372,0,0,,"When attacking with Physical, Melee power boosted 18%",,,Friend Point Capsule & Capital Shop
1308,Graze [Ground/Standard],28-10-4-01,207,4,,1,2,2,25,287,137,137,372,372,138,190,,"While ""Mass P."", EX Skill piercing boosted 16%",,,Friend Point Capsule & Capital Shop
1309,Battle Axe [Graze],28-10-6b-01,207,6,,1,2,2,6,287,1011,0,0,0,54,190,439,,2,1,Friend Point Capsule & Capital Shop
1310,Rifle [Long Barrel/Graze],28-10-7b-01,207,7,,1,2,2,25,287,0,1011,0,0,54,190,,"When CPWR is under 200000, EX Skill power boosted 25%",2,10,Friend Point Capsule & Capital Shop
1311,Rifle [Short Barrel/Graze],28-10-7c-01,207,7,,1,2,2,24,287,0,1011,0,0,54,190,,"When Phy. RES is under 4000, Enemy Shooting power reduced 25%",2,9,Friend Point Capsule & Capital Shop
1312,Gundam AGE-FX,26-09-1-01,208,1,,4,1,1,10,965,553,2922,553,553,284,284,,"Middle-Shooter Job, Boost Funnel uptime by 50%",,,Gundam Battle Festival Gundam AGE-FX Capsule
1313,Gundam AGE-FX,26-09-2-01,208,2,,4,1,1,10,1734,965,965,965,965,284,284,440,,,,Gundam Battle Festival Gundam AGE-FX Capsule
1314,Gundam AGE-FX,26-09-3-01,208,3,,4,1,1,10,965,2922,1356,553,553,0,0,441,,,,Gundam Battle Festival Gundam AGE-FX Capsule
1315,Gundam AGE-FX,26-09-4-01,208,4,,4,1,1,13,965,965,553,965,965,555,555,442,,,,Gundam Battle Festival Gundam AGE-FX Capsule
1316,Gundam AGE-FX,26-09-5-01,208,5,,4,1,1,13,965,965,553,965,965,555,555,443,,,,Gundam Battle Festival Gundam AGE-FX Capsule
1317,Stungle Rifle,26-09-7a-01,208,7,,4,1,1,10,553,154,3690,0,0,464,464,,"When buffed, EX Skill power boosted 30%",1,8,Gundam Battle Festival Gundam AGE-FX Capsule
1318,Daidal Bazooka,26-09-7d-01,208,7,,4,1,1,10,553,154,3690,0,0,464,464,,"With Power attribute (self), Initial EX Skill charge boosted 20%",1,12,Gundam Battle Festival Gundam AGE-FX Capsule
1319,Astray Blue Frame 2nd Revise,23-06-1-01,209,1,,4,3,3,20,1749,382,2543,795,382,211,211,78,,,,Gundam Battle Festival Astray Blue Frame 2nd Revise Capsule
1320,Astray Blue Frame 2nd Revise,23-06-2-01,209,2,,4,3,3,20,2150,795,726,974,974,324,324,,"While ""For Space"", Shooting power boosted 30%",,,Gundam Battle Festival Astray Blue Frame 2nd Revise Capsule
1321,Astray Blue Frame 2nd Revise,23-06-3-01,209,3,,4,3,3,20,974,2860,556,1177,974,0,0,,"With Dual Sabers category equipped, Melee power boosted 30%",,,Gundam Battle Festival Astray Blue Frame 2nd Revise Capsule
1322,Astray Blue Frame 2nd Revise,23-06-4-01,209,4,,4,3,3,6,1366,795,726,974,974,564,564,289,,,,Gundam Battle Festival Astray Blue Frame 2nd Revise Capsule
1323,Astray Blue Frame 2nd Revise,23-06-5-01,209,5,,4,3,3,6,1366,382,726,1366,974,473,473,444,,,,Gundam Battle Festival Astray Blue Frame 2nd Revise Capsule
1324,Armor Schneider [2nd Revise],23-06-6-01,209,6,,4,3,3,6,1432,3570,0,0,0,389,389,,"When in Multi-Mission Sortie, Initial EX Skill charge boosted 20%",2,4,Gundam Battle Festival Astray Blue Frame 2nd Revise Capsule
1325,Bolt Gundam,16-08-1-01,210,1,,3,1,14,11,891,292,891,891,558,127,302,3,,,,Iron Coins (Weekly Event)
1326,Bolt Gundam,16-08-2-01,210,2,,3,1,14,6,1435,292,292,558,558,0,430,356,,,,Iron Coins (Weekly Event)
1327,Bolt Gundam,16-08-3-01,210,3,,3,1,14,11,558,891,292,891,891,0,127,445,,,,Iron Coins (Weekly Event)
1328,Bolt Gundam,16-08-4-01,210,4,,3,1,14,6,891,292,292,1144,292,127,430,,"With Power attribute (self), Melee CRIT rate boosted 17%",,,Iron Coins (Weekly Event)
1329,Bolt Gundam,16-08-5-01,210,5,,3,1,14,6,891,292,292,891,558,127,430,,"While ""Mobile Fighter"", Melee power boosted 25%",,,Iron Coins (Weekly Event)
1330,Gundam AGE-2 Dark Hound,26-10-1-01,211,1,,3,3,20,6,889,291,558,889,558,126,302,,"While ""For Space"", EX Skill power boosted 25%",,,Arena Coins
1331,Gundam AGE-2 Dark Hound,26-10-2-01,211,2,,3,3,20,6,1433,558,291,558,558,0,428,446,,,,Arena Coins
1332,Gundam AGE-2 Dark Hound,26-10-3-01,211,3,,3,3,20,6,558,1991,0,889,889,0,0,447,,,,Arena Coins
1333,Gundam AGE-2 Dark Hound,26-10-4-01,211,4,,3,3,20,12,889,291,291,889,558,302,428,335,,,,Arena Coins
1334,Gundam AGE-2 Dark Hound,26-10-5-01,211,5,,3,3,20,12,889,291,291,889,558,302,428,,"With Lance category equipped, Melee DMG output boosted by 20",,,Arena Coins
1335,DODS Lancer,26-10-6d-01,211,6,,3,3,20,6,889,2589,0,0,0,126,302,,"While ""For Space"", Strong Melee CRIT rate boosted 17%",1,6,Arena Coins
1336,DODS Gun,26-10-7a-01,211,7,,3,3,20,12,889,0,1699,0,0,126,428,,"With Speed attribute (self), Shooting DMG output boosted by 20",1,8,Arena Coins
1337,Atlas Gundam,38-02-1-01,212,1,,4,1,4,16,795,382,2377,795,795,416,0,,"When Armor is 80% or less, EX Skill power boosted 30%",,,Early Summer Step-Up Capsules
1338,Atlas Gundam,38-02-2-01,212,2,,4,1,4,16,1601,382,382,1179,1179,609,0,,"With Power attribute (self), EX Skill CD reduced 20%",,,Early Summer Step-Up Capsules
1339,Atlas Gundam,38-02-3-01,212,3,,4,1,4,9,795,2377,382,1179,1179,0,0,335,,,,Early Summer Step-Up Capsules
1340,Atlas Gundam,38-02-4-01,212,4,,4,1,4,9,795,382,382,1179,1179,609,416,448,,,,Early Summer Step-Up Capsules
