Index,Part Name,Collection ID,Unit ID,Part Type,X Part,Rarity,Attr,W Tag 1,W Tag 2,Armor,Melee ATK,Shot ATK,Melee DEF,Shot DEF,Beam RES,Phys. RES,EX ID,Trait Condition,Trait Effect,Trait,Wep Type,Wep Cat,Notes
2269,Gundam GP-Rase-Two Ten,00-00-3-01,350,3,,5,3,10,6,1520,3793,1520,503,503,162,162,,With Speed attribute (self),Melee CRIT rate boosted 30%,"With Speed attribute (self), Melee CRIT rate boosted 30%",,,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2270,Gundam GP-Rase-Two Ten,00-00-4-01,350,4,,5,3,10,11,2062,1255,503,1036,1036,602,602,742,,,,,,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2271,Gundam GP-Rase-Two Ten,00-00-5-01,350,5,,5,3,10,11,2062,1255,503,1036,1036,602,602,743,,,,,,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2272,Rase-Two Kanasaibou [Strike],00-00-6b-01,350,6,,5,3,10,6,1036,5156,0,0,0,543,543,744,,,,2,1,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2273,GN Ogre Twin Sword Ni Shiki,00-00-6-01,350,6,,5,3,10,26,1036,5156,0,0,0,543,543,,In-Fighter Job,Enemy Melee power reduced 30%,"In-Fighter Job, Enemy Melee power reduced 30%",2,13,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2274,GN Ogre Sword Ni Shiki,00-00-6-01,350,6,,5,3,10,11,1036,5156,0,0,0,543,543,,With Speed attribute (self),Melee DMG output boosted by 35,"With Speed attribute (self), Melee DMG output boosted by 35",2,4,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2275,Raise-Two Kanasaibou [Ranged],00-00-7b-01,350,7,,5,3,10,11,1036,0,5156,0,0,543,543,,With Speed attribute (self),Job Gauge increase boosted 17%,"With Speed attribute (self), Job Gauge increase boosted 17%",1,10,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2276,GN Revolver Bazooka,00-00-7d-01,350,7,,5,3,10,26,1036,0,5156,0,0,543,543,,"While ""For Computers""",EX Skill power boosted 30%,"While ""For Computers"", EX Skill power boosted 30%",1,12,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2277,Wing Gundam [Power],00-00-1-01,351,1,,5,1,9,10,1036,503,4096,823,1036,543,275,,With Power attribute (self),Shooting CRIT rate boosted 30%,"With Power attribute (self), Shooting CRIT rate boosted 30%",,,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2278,Wing Gundam [Power],00-00-2-01,351,2,,5,1,9,25,2064,1126,1255,1325,1520,779,0,,Long-Shooter Job,14% chance to survive a fatal blow,"Long-Shooter Job, 14% chance to survive a fatal blow",,,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2279,Wing Gundam [Power],00-00-3-01,351,3,,5,1,9,25,1036,3688,1770,719,1036,0,0,,When Armor is 80% or less,Shooting power boosted 30%,"When Armor is 80% or less, Shooting power boosted 30%",,,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2280,Wing Gundam [Power],00-00-4-01,351,4,,5,1,9,25,1036,1126,719,1255,1520,543,779,,With Power attribute (self),Sp. Shot power boosted 30%,"With Power attribute (self), Sp. Shot power boosted 30%",,,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2281,Wing Gundam [Power],00-00-5-01,351,5,,5,1,9,10,1036,1126,1036,1255,1520,779,543,745,,,,,,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2282,Beam Saber [Wing][Power],00-00-6a-01,351,6,,5,1,9,10,613,4809,0,0,0,779,543,,Long-Shooter Job,Initial EX Skill charge boosted 20%,"Long-Shooter Job, Initial EX Skill charge boosted 20%",1,2,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2283,Buster Rifle [Power],00-00-7a-01,351,7,,5,1,9,10,613,0,5247,0,0,543,275,746,,,,1,8,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2284,Shield [Wing][Power],00-00-8-01,351,8,,5,1,9,25,1036,1126,719,1255,1520,1303,0,,When Armor is 60% or more,Shooting CRIT rate boosted 30%,"When Armor is 60% or more, Shooting CRIT rate boosted 30%",,,Pick-Up Drop Rate Step-Up Capsules [No.039] Bonus Coins
2285,Mercurius,00-00-1-01,352,1,,3,3,20,6,352,352,2046,1236,1236,258,0,337,,,,,,Red Shield Coins (Weekly Event)
2286,Mercurius,00-00-2-01,352,2,,3,3,20,6,1071,352,0,1236,1236,367,0,,With Machine Gun category equipped,Enemy EX Skill power reduced 25%,"With Machine Gun category equipped, Enemy EX Skill power reduced 25%",,,Red Shield Coins (Weekly Event)
2287,Mercurius,00-00-3-01,352,3,,3,3,20,11,352,2046,352,1236,1236,258,149,,With Speed attribute (self),Melee CRIT rate boosted 17%,"With Speed attribute (self), Melee CRIT rate boosted 17%",,,Red Shield Coins (Weekly Event)
2288,Mercurius,00-00-4-01,352,4,,3,3,20,11,680,352,352,1387,1387,149,258,,With Speed attribute (self),28% chance to not recoil,"With Speed attribute (self), 28% chance to not recoil",,,Red Shield Coins (Weekly Event)
2289,Mercurius,00-00-5-01,352,5,,3,3,20,11,352,48,48,2399,2399,258,149,,,35% chance to prevent vernier consumption when stepping,35% chance to prevent vernier consumption when stepping,,,Red Shield Coins (Weekly Event)
2290,Crash Shield [Beam Saber Extended],00-00-6a-01,352,6,,3,3,20,6,352,2767,0,680,680,515,367,,,21% chance of attacks penetrating super armor,21% chance of attacks penetrating super armor,1,2,Red Shield Coins (Weekly Event)
2291,Beam Gun [Mercurius],00-00-7c-01,352,7,,3,3,20,11,352,0,2767,680,680,515,367,,Beam ranged weapon,magazine boosted 20%,"Beam ranged weapon, magazine boosted 20%",1,9,Red Shield Coins (Weekly Event)
2292,Narrative Gundam [C-Packs],00-00-1-01,353,1,,5,3,13,16,1502,921,4368,815,1504,297,302,,When Armor is 60% or more,Shooting power boosted 30%,"When Armor is 60% or more, Shooting power boosted 30%",,,Gundam Battle Festival
2293,Narrative Gundam [C-Packs],00-00-2-01,353,2,,5,3,13,16,2521,1414,1593,1512,2436,272,270,747,,,,,,Gundam Battle Festival
2294,Narrative Gundam [C-Packs],00-00-3-01,353,3,,5,3,13,10,1025,4156,1839,504,1310,301,297,748,,,,,,Gundam Battle Festival
2295,Narrative Gundam [C-Packs],00-00-4-01,353,4,,5,3,13,10,2109,1247,1032,813,2229,526,530,,"While ""High Firepower""",EX Skill power boosted 30%,"While ""High Firepower"", EX Skill power boosted 30%",,,Gundam Battle Festival
2296,Narrative Gundam [C-Packs],00-00-5-01,353,5,,5,3,13,10,1951,1249,1243,1742,1839,483,493,252,,,,,,Gundam Battle Festival
2297,Beam Saber [Narrative (C-Packs)],00-00-6a-01,353,6,,5,3,13,10,2040,5191,189,0,0,487,487,,With Speed attribute (self),EX Skill CD reduced 20%,"With Speed attribute (self), EX Skill CD reduced 20%",1,2,Gundam Battle Festival
2298,Beam Rifle [Narrative (C-Packs)],00-00-7a-01,353,7,,5,3,13,16,1593,0,5386,0,0,545,547,,After 10s pass,Reduce Cooldown by 50% once.,"After 10s pass, Reduce Cooldown by 50% once.",1,8,Gundam Battle Festival
2299,Shield [Narrative (C-Packs)],00-00-8-01,353,8,,5,3,13,16,2106,493,1243,1745,1839,541,545,749,,,,,,Gundam Battle Festival
2300,Gundam X Maoh,00-00-1-01,354,1,,5,2,10,13,2221,1120,4370,1027,606,207,597,,When attacking with Beam,EX Skill power boosted 30%,"When attacking with Beam, EX Skill power boosted 30%",,,Gundam Battle Festival
2301,Gundam X Maoh,00-00-2-01,354,2,,5,2,10,13,3147,1500,1601,1310,1749,213,485,737,,,,,,Gundam Battle Festival
2302,Gundam X Maoh,00-00-3-01,354,3,,5,2,10,13,2229,4261,1599,1504,194,0,207,,After 10s pass,Reduce Cooldown by 50% once.,"After 10s pass, Reduce Cooldown by 50% once.",,,Gundam Battle Festival
2303,Gundam X Maoh,00-00-4-01,354,4,,5,2,10,8,2529,1506,920,1504,1243,480,700,,With Technique attribute (self),EX Skill power boosted 30%,"With Technique attribute (self), EX Skill power boosted 30%",,,Gundam Battle Festival
2304,Gundam X Maoh,00-00-5-01,354,5,,5,2,10,8,2531,1749,1114,2319,1025,97,479,750,,,,,,Gundam Battle Festival
2305,Large Beam Sword [X Maoh],00-00-6c-01,354,6,,5,2,10,8,1496,5295,0,0,0,303,644,,"While ""High Firepower""",Melee power boosted 30%,"While ""High Firepower"", Melee power boosted 30%",1,5,Gundam Battle Festival
2306,Shield Buster Rifle [X Maoh],00-00-7a-01,354,7,,5,2,10,13,1500,404,5191,0,0,207,594,,When 1 enemies shot down,Reduce Cooldown 50% once.,"When 1 enemies shot down, Reduce Cooldown 50% once.",1,8,Gundam Battle Festival
2307,Vigna Ghina II,00-00-1-01,355,1,,3,2,20,7,680,468,2399,830,830,0,367,,"While ""For Space""",Close Shot Attack raised 14%,"While ""For Space"", Close Shot Attack raised 14%",,,Red Pirate Coins (Weekly Event)
2308,Vigna Ghina II,00-00-2-01,355,2,,3,2,20,7,1387,468,468,1169,1169,0,515,,When 1 allies shot down,Shooting power boosted 25%,"When 1 allies shot down, Shooting power boosted 25%",,,Red Pirate Coins (Weekly Event)
2309,Vigna Ghina II,00-00-3-01,355,3,8,3,2,20,6,1428,3120,468,2602,2602,149,367,,With Lance category equipped,Melee power boosted 25%,"With Lance category equipped, Melee power boosted 25%",,,Red Pirate Coins (Weekly Event)
2310,Vigna Ghina II,00-00-4-01,355,4,,3,2,20,7,680,468,468,1169,1169,367,515,751,,,,,,Red Pirate Coins (Weekly Event)
2311,Vigna Ghina II,00-00-5-01,355,5,,3,2,20,6,680,468,468,1169,1169,367,515,752,,,,,,Red Pirate Coins (Weekly Event)
2312,Shot Lancer [Vigna Ghina II],00-00-6d-01,355,6,,3,2,20,6,680,3120,0,0,0,149,515,,With Machine Gun category equipped,Enemy Melee power reduced 25%,"With Machine Gun category equipped, Enemy Melee power reduced 25%",2,6,Red Pirate Coins (Weekly Event)
2313,Beam Saber [Vigna Ghina II],00-00-6-01,355,6,,3,2,20,7,680,3120,0,0,0,149,515,,When CPWR is over 100000,Sp. Shot CRIT rate boosted 17%,"When CPWR is over 100000, Sp. Shot CRIT rate boosted 17%",1,4,Red Pirate Coins (Weekly Event)
2314,Shot Lancer [Heavy Machine Gun (Vigna Ghina II)],00-00-7c-01,355,7,,3,2,20,7,680,0,3120,0,0,149,515,,With Technique attribute (self),Shooting DMG output boosted by 20,"With Technique attribute (self), Shooting DMG output boosted by 20",2,9,Red Pirate Coins (Weekly Event)
2315,Gundam Anima [RIZE],00-00-1-01,356,1,,5,3,1,13,1516,926,2552,1960,716,542,274,,In-Fighter Job,EX Skill power boosted 30%,"In-Fighter Job, EX Skill power boosted 30%",,,Pick-Up Capsules [No.040] Bonus Coins
2316,Gundam Anima [RIZE],00-00-2-01,356,2,,5,3,1,13,2060,1035,502,2060,1254,775,0,753,,,,,,Pick-Up Capsules [No.040] Bonus Coins
2317,Gundam Anima [RIZE],00-00-3-01,356,3,8,5,3,1,26,1516,4800,1035,5621,1516,1299,542,,With Speed attribute (self),Melee CRIT rate boosted 30%,"With Speed attribute (self), Melee CRIT rate boosted 30%",,,Pick-Up Capsules [No.040] Bonus Coins
2318,Gundam Anima [RIZE],00-00-4-01,356,4,,5,3,1,6,1035,926,502,2060,1254,542,775,,In-Fighter Job,Enemy Melee power reduced 30%,"In-Fighter Job, Enemy Melee power reduced 30%",,,Pick-Up Capsules [No.040] Bonus Coins
2319,Gundam Anima [RIZE],00-00-5-01,356,5,,5,3,1,6,1035,926,502,2060,1254,775,542,,With Speed attribute (self),Melee CRIT rate boosted 30%,"With Speed attribute (self), Melee CRIT rate boosted 30%",,,Pick-Up Capsules [No.040] Bonus Coins
2320,Beam Whip [Anima (RIZE)],00-00-6-01,356,6,,5,3,1,6,502,5344,0,0,0,542,274,754,,,,1,7,Pick-Up Capsules [No.040] Bonus Coins
2321,Beam Saber Anima (RIZE)],00-00-6a-01,356,6,,5,3,1,13,502,5344,0,0,0,542,274,,After 10s pass,Boost Job Gauge by 50% once.,"After 10s pass, Boost Job Gauge by 50% once.",1,2,Pick-Up Capsules [No.040] Bonus Coins
2322,Core Spray Gun Anima (RIZE)],00-00-7a-01,356,7,,5,3,1,26,1516,0,4300,0,0,775,542,,"While ""Protag.""",Initial EX Skill charge boosted 20%,"While ""Protag."", Initial EX Skill charge boosted 20%",1,8,Pick-Up Capsules [No.040] Bonus Coins
2323,Beam Rifle Anima (RIZE)],00-00-7b-01,356,7,,5,3,1,13,1516,0,4300,0,0,775,542,,After 10s pass,EX Skill power boosted 30%,"After 10s pass, EX Skill power boosted 30%",1,10,Pick-Up Capsules [No.040] Bonus Coins
2324,Gundam AGE-1 Full Glansa,00-00-1-01,357,1,,5,2,11,5,502,502,4416,502,1516,274,274,,"While ""Heavy Armor""",EX Skill power boosted 30%,"While ""Heavy Armor"", EX Skill power boosted 30%",,,Pick-Up Capsules [No.040] Bonus Coins
2325,Gundam AGE-1 Full Glansa,00-00-2-01,357,2,,5,2,11,5,2060,502,1516,1035,2060,371,371,755,,,,,,Pick-Up Capsules [No.040] Bonus Coins
2326,Gundam AGE-1 Full Glansa,00-00-3-01,357,3,8,5,2,11,5,2552,1035,3073,1516,5148,1397,1397,756,,,,,,Pick-Up Capsules [No.040] Bonus Coins
2327,Gundam AGE-1 Full Glansa,00-00-4-01,357,4,,5,2,11,7,1035,502,1035,1035,2060,542,542,757,,,,,,Pick-Up Capsules [No.040] Bonus Coins
2328,Gundam AGE-1 Full Glansa,00-00-5-01,357,5,,5,2,11,7,1035,502,1035,1035,2060,601,601,758,,,,,,Pick-Up Capsules [No.040] Bonus Coins
2329,Gundam F90 [N Type],00-00-1-01,358,1,,3,1,13,16,748,352,2531,748,955,149,149,,With Power attribute (self),Shooting CRIT rate boosted 17%,"With Power attribute (self), Shooting CRIT rate boosted 17%",,,NEXT Coins (Weekly Event)
2330,Gundam F90 [N Type],00-00-2-01,358,2,,3,1,13,16,1585,440,466,1096,1234,312,312,759,,,,,,NEXT Coins (Weekly Event)
2331,Gundam F90 [N Type],00-00-3-01,358,3,,3,1,13,16,748,2395,352,1098,1234,0,0,,With Rifle category equipped,Shot guidance boosted 14%,"With Rifle category equipped, Shot guidance boosted 14%",,,NEXT Coins (Weekly Event)
2332,Gundam F90 [N Type],00-00-4-01,358,4,,3,1,13,9,748,440,466,1098,1234,413,441,,When CPWR is over 100000,Enemy EX Skill penetration reduced 22%,"When CPWR is over 100000, Enemy EX Skill penetration reduced 22%",,,NEXT Coins (Weekly Event)
2333,Gundam F90 [N Type],00-00-5-01,358,5,,3,1,13,9,748,440,466,1098,1234,441,413,760,,,,,,NEXT Coins (Weekly Event)
2334,Beam Saber [F90/N Type],00-00-6a-01,358,6,,3,1,13,9,748,3114,0,0,0,388,388,,Cooldown time up 10%,EX Skill power boosted 25%,"Cooldown time up 10%, EX Skill power boosted 25%",1,2,NEXT Coins (Weekly Event)
2335,Beam Rifle [F90/N Type],00-00-7a-01,358,7,,3,1,13,16,748,0,3114,0,0,388,388,,Beam ranged weapon,magazine boosted 20%,"Beam ranged weapon, magazine boosted 20%",1,8,NEXT Coins (Weekly Event)
2336,Shield [F90/N Type],00-00-8-01,358,8,,3,1,13,9,748,0,0,1585,1585,413,413,,When Shot ATK is over 3000,Enemy Sp. Shot power reduced 25%,"When Shot ATK is over 3000, Enemy Sp. Shot power reduced 25%",,,NEXT Coins (Weekly Event)
2337,Zock,00-00-2-01,359,2,1,1,1,4,17,642,557,2272,268,799,0,678,761,,,,,,"Free Missions, Capital Shop, Blueprint"
2338,Zock,00-00-3-01,359,3,,1,1,4,17,894,330,563,268,484,155,445,762,,,,,,"Free Missions, Capital Shop, Blueprint"
2339,Zock,00-00-4-01,359,4,,1,1,4,17,264,268,488,484,488,155,445,,With Power attribute (self),EX Skill power boosted 10%,"With Power attribute (self), EX Skill power boosted 10%",,,"Free Missions, Capital Shop, Blueprint"
2340,Shiden [Orga],00-00-1-01,360,1,,3,2,5,7,1865,352,1070,678,1167,365,149,,Supporter Job,EX Skill power boosted 25%,"Supporter Job, EX Skill power boosted 25%",,,Arena Coins
2341,Shiden [Orga],00-00-2-01,360,2,,3,2,5,7,2182,352,352,678,1528,149,0,,With Technique attribute (self),Enemy EX Skill penetration reduced 22%,"With Technique attribute (self), Enemy EX Skill penetration reduced 22%",,,Arena Coins
2342,Shiden [Orga],00-00-3-01,360,3,,3,2,5,7,1528,1070,352,1070,1528,149,0,,Supporter Job,Shooting power boosted 25%,"Supporter Job, Shooting power boosted 25%",,,Arena Coins
2343,Shiden [Orga],00-00-4-01,360,4,,3,2,5,21,1653,352,352,352,1528,514,149,763,,,,,,Arena Coins
2344,Shiden [Orga],00-00-5-01,360,5,,3,2,5,21,1717,352,352,678,1167,514,149,,When attacking with Physical,Close Shot Attack raised 14%,"When attacking with Physical, Close Shot Attack raised 14%",,,Arena Coins
2345,Partizan [Shiden/Orga],00-00-6d-01,360,6,,3,2,5,21,1528,2044,0,0,828,365,149,,With Technique attribute (self),Enemy Melee power reduced 25%,"With Technique attribute (self), Enemy Melee power reduced 25%",2,6,Arena Coins
2346,Rifle [Shiden/Orga],00-00-7c-01,360,7,,3,2,5,7,1585,0,2044,0,828,514,149,,When 1 enemies shot down,Reduce Cooldown by 40% once.,"When 1 enemies shot down, Reduce Cooldown by 40% once.",2,9,Arena Coins
2347,Riot Shield,00-00-8-01,360,8,,3,2,5,21,1528,0,0,678,1865,697,149,,Physical ranged weapon,magazine boosted 20%,"Physical ranged weapon, magazine boosted 20%",,,Arena Coins
2348,Sazabi [Ver. Ka],00-00-1-01,361,1,,5,1,6,10,1106,916,3438,1835,1741,296,296,,With Power attribute (self),Initial EX Skill charge boosted 20%,"With Power attribute (self), Initial EX Skill charge boosted 20%",,,Sokai Festival
2349,Sazabi [Ver. Ka],00-00-2-01,361,2,,5,1,6,10,1835,1308,502,2106,2106,540,540,,With Power attribute (self),Enemy EX Skill power reduced 30%,"With Power attribute (self), Enemy EX Skill power reduced 30%",,,Sokai Festival
2350,Sazabi [Ver. Ka],00-00-3-01,361,3,,5,1,6,5,598,4253,710,2106,1502,158,158,764,,,,,,Sokai Festival
2351,Sazabi [Ver. Ka],00-00-4-01,361,4,,5,1,6,9,1023,1242,495,2106,2106,698,698,,"While ""Close Combat""",EX Skill power boosted 30%,"While ""Close Combat"", EX Skill power boosted 30%",,,Sokai Festival
2352,Sazabi [Ver. Ka],00-00-5-01,361,5,,5,1,6,9,1311,495,1023,2437,2437,698,698,382,,,,,,Sokai Festival
2353,Beam Tomahawk [Deployed/Sazabi (Ver. Ka)],00-00-6-01,361,6,,5,1,6,9,1502,5183,0,710,0,589,589,,When attacking with Beam,Melee power boosted 30%,"When attacking with Beam, Melee power boosted 30%",1,13,Sokai Festival
2354,Beam Saber [Sazabi (Ver. Ka)],00-00-6a-01,361,6,,5,1,6,9,1502,5183,0,710,0,589,589,,In-Fighter Job,EX Skill power boosted 30%,"In-Fighter Job, EX Skill power boosted 30%",1,2,Sokai Festival
2355,Beam Shot Rifle [Sazabi (Ver. Ka)],00-00-7a-01,361,7,,5,1,6,5,710,0,5094,710,0,589,589,,With Power attribute (self),Initial EX Skill charge boosted 20%,"With Power attribute (self), Initial EX Skill charge boosted 20%",1,8,Sokai Festival
2356,Long Rifle [Sazabi (Ver. Ka)],00-00-7b-01,361,7,,5,1,6,10,710,0,5094,710,0,589,589,,When attacking with Beam,EX Skill power boosted 30%,"When attacking with Beam, EX Skill power boosted 30%",1,10,Sokai Festival
2357,Shield [Sazabi (Ver. Ka)],00-00-8-01,361,8,,5,1,6,5,189,703,0,3042,2742,996,996,765,,,,,,Sokai Festival
2358,Gundam Amazing Red Warrior,00-00-1-01,362,1,,5,3,13,10,0,716,4563,1025,1239,762,538,,Middle-Shooter Job,Shooting power boosted 30%,"Middle-Shooter Job, Shooting power boosted 30%",,,Sokai Festival
2359,Gundam Amazing Red Warrior,00-00-2-01,362,2,,5,3,13,10,298,1250,2034,1505,2046,590,997,766,,,,,,Sokai Festival
2360,Gundam Amazing Red Warrior,00-00-3-01,362,3,,5,3,13,9,1749,3751,704,496,1310,590,0,767,,,,,,Sokai Festival
2361,Gundam Amazing Red Warrior,00-00-4-01,362,4,,5,3,13,3,1503,499,1315,1601,1939,538,792,,"While ""Ace Excl.""",EX Skill power boosted 30%,"While ""Ace Excl."", EX Skill power boosted 30%",,,Sokai Festival
2362,Gundam Amazing Red Warrior,00-00-5-01,362,5,,5,3,13,3,1747,1021,1105,1305,1503,792,703,768,,,,,,Sokai Festival
2363,Gunblade [Short/Long],00-00-6-01,362,6,,5,3,13,9,2040,3751,0,0,0,993,762,,With Speed attribute (self),Job Gauge increase boosted 17%,"With Speed attribute (self), Job Gauge increase boosted 17%",2,4,Sokai Festival
2364,Beam Rifle A/B,00-00-7-01,362,7,,5,3,13,9,1025,0,5101,0,606,704,489,,Middle-Shooter Job,Shooting power boosted 30%,"Middle-Shooter Job, Shooting power boosted 30%",1,14,Sokai Festival
2365,Beam Rifle A/Beam Gat. Gun,00-00-7-01,362,7,,5,3,13,3,1025,0,5101,0,606,704,489,,When attacking with Beam,Shooting power boosted 30%,"When attacking with Beam, Shooting power boosted 30%",1,11,Sokai Festival
2366,Long Rifle [Amazing Red Warrior],00-00-7b-01,362,7,,5,3,13,10,1025,0,5101,0,606,704,489,,"While ""High Firepower""",Enemy Shooting power reduced 30%,"While ""High Firepower"", Enemy Shooting power reduced 30%",1,10,Sokai Festival
2367,Shield Amazing Red Warrior],00-00-8-01,362,8,,5,3,13,9,2221,0,610,1503,3253,893,491,769,,,,,,Sokai Festival
2368,Jagd Doga [Gyunei Custom],00-00-1-01,363,1,,3,2,7,17,678,352,2674,1070,678,149,0,,When attacking with Beam,Shooting CRIT rate boosted 17%,"When attacking with Beam, Shooting CRIT rate boosted 17%",,,Emerald Device A (Weekly Event)
2369,Jagd Doga [Gyunei Custom],00-00-2-01,363,2,,3,2,7,17,1382,352,352,1382,1070,514,0,,With Technique attribute (self),Boost Funnel uptime by 40%,"With Technique attribute (self), Boost Funnel uptime by 40%",,,Emerald Device A (Weekly Event)
2370,Jagd Doga [Gyunei Custom],00-00-3-01,363,3,,3,2,7,17,1070,2352,554,1382,678,0,0,156,,,,,,Emerald Device A (Weekly Event)
2371,Jagd Doga [Gyunei Custom],00-00-4-01,363,4,,3,2,7,20,1070,352,896,1070,678,514,365,121,,,,,,Emerald Device A (Weekly Event)
2372,Jagd Doga [Gyunei Custom],00-00-5-01,363,5,,3,2,7,20,1070,352,554,1382,352,697,365,,Middle-Shooter Job,Vernier consumption reduced 15%,"Middle-Shooter Job, Vernier consumption reduced 15%",,,Emerald Device A (Weekly Event)
2373,Beam Saber with Heat Knife Jagd Doga [Gyunei Custom],00-00-6a-01,363,6,,3,2,7,20,678,2283,0,1070,0,514,149,,Middle-Shooter Job,Initial EX Skill charge boosted 12%,"Middle-Shooter Job, Initial EX Skill charge boosted 12%",1,2,Emerald Device A (Weekly Event)
2374,Beam Assault Rifle Jagd Doga [Gyunei Custom],00-00-7a-01,363,7,,3,2,7,20,554,0,3295,828,0,365,256,,With Technique attribute (self),Enemy Strong Melee power reduced 25%,"With Technique attribute (self), Enemy Strong Melee power reduced 25%",1,8,Emerald Device A (Weekly Event)
2375,Shield Jagd Doga [Gyunei Custom],00-00-8-01,363,8,,3,2,7,17,678,0,212,1717,1382,697,149,770,,,,,,Emerald Device A (Weekly Event)
